id_aluno,id_municipio,id_escola,alfabetizado,uf,regiao,rede,prob_alfabetizado,pred_alfabetizado
43033115,4320909,60038811,1,RS,Sul,3,0.5630463267954544,1
43033112,4320909,60038811,0,RS,Sul,3,0.5630463267954544,1
43033136,4320909,60038811,0,RS,Sul,3,0.5630463267954544,1
43033150,4320909,60038811,0,RS,Sul,3,0.5630463267954544,1
43033125,4320909,60038811,0,RS,Sul,3,0.5630463267954544,1
43028370,4321006,60038819,1,RS,Sul,3,0.5720455744786935,1
43028376,4321006,60038819,1,RS,Sul,3,0.5720455744786935,1
43028356,4321006,60038819,1,RS,Sul,3,0.5720455744786935,1
43028389,4321006,60038820,1,RS,Sul,2,0.5981199725076537,1
43028390,4321006,60038820,1,RS,Sul,2,0.5981199725076537,1
43028392,4321006,60038820,1,RS,Sul,2,0.5981199725076537,1
43028386,4321006,60038820,1,RS,Sul,2,0.5981199725076537,1
43107673,4321402,60038863,0,RS,Sul,3,0.6075240577250851,1
43032477,4321402,60038866,1,RS,Sul,3,0.6075240577250851,1
43032474,4321402,60038866,1,RS,Sul,3,0.6075240577250851,1
43032469,4321402,60038866,0,RS,Sul,3,0.6075240577250851,1
43032471,4321402,60038866,0,RS,Sul,3,0.6075240577250851,1
43094801,4312443,60038889,1,RS,Sul,2,0.6740170757107625,1
43021811,4321857,60038931,1,RS,Sul,3,0.6296722951592326,1
43021805,4321857,60038931,0,RS,Sul,3,0.6296722951592326,1
43021809,4321857,60038931,1,RS,Sul,3,0.6296722951592326,1
43022250,4322202,60038963,1,RS,Sul,3,0.4777151820746109,0
43022242,4322202,60038963,0,RS,Sul,3,0.4777151820746109,0
43022315,4322202,60038966,0,RS,Sul,3,0.4777151820746109,0
43022307,4322202,60038966,1,RS,Sul,3,0.4777151820746109,0
43022308,4322202,60038966,0,RS,Sul,3,0.4777151820746109,0
43022352,4322202,60038967,0,RS,Sul,2,0.5243442566865525,1
43022343,4322202,60038967,1,RS,Sul,2,0.5243442566865525,1
43022351,4322202,60038967,1,RS,Sul,2,0.5243442566865525,1
43079087,4322301,60038975,0,RS,Sul,3,0.5263817847122827,1
43101219,4312153,60039033,1,RS,Sul,2,0.519069204238008,1
43107747,4304853,60039059,1,RS,Sul,3,0.5308753406247986,1
43102555,4323002,60039065,0,RS,Sul,3,0.467557613786118,0
43102552,4323002,60039065,0,RS,Sul,3,0.467557613786118,0
43102952,4323002,60039074,1,RS,Sul,3,0.467557613786118,0
43102938,4323002,60039074,0,RS,Sul,3,0.467557613786118,0
43103103,4323002,60039080,0,RS,Sul,3,0.467557613786118,0
43103105,4323002,60039080,0,RS,Sul,3,0.467557613786118,0
43104324,4323002,60039110,1,RS,Sul,3,0.467557613786118,0
43104328,4323002,60039110,1,RS,Sul,3,0.467557613786118,0
43104342,4323002,60039110,0,RS,Sul,3,0.467557613786118,0
43047777,4319505,60039135,0,RS,Sul,3,0.5342114500016927,1
43047789,4319505,60039135,1,RS,Sul,3,0.5342114500016927,1
43047787,4319505,60039135,0,RS,Sul,3,0.5342114500016927,1
43107652,4319752,60039136,0,RS,Sul,3,0.4570240573127376,0
43107654,4319752,60039136,0,RS,Sul,3,0.4570240573127376,0
43053358,4314050,60039137,0,RS,Sul,3,0.501128865163586,1
43053356,4314050,60039137,0,RS,Sul,3,0.501128865163586,1
43053364,4314050,60039137,1,RS,Sul,3,0.501128865163586,1
43053360,4314050,60039137,1,RS,Sul,3,0.501128865163586,1
43053355,4314050,60039137,0,RS,Sul,3,0.501128865163586,1
43102085,4303806,60039170,0,RS,Sul,3,0.7240761620262083,1
43102084,4303806,60039170,1,RS,Sul,3,0.7240761620262083,1
43102074,4303806,60039170,1,RS,Sul,3,0.7240761620262083,1
43102078,4303806,60039170,1,RS,Sul,3,0.7240761620262083,1
43032545,4314704,60039220,0,RS,Sul,3,0.4741212782215138,0
43032538,4314704,60039220,1,RS,Sul,3,0.4741212782215138,0
43032543,4314704,60039220,0,RS,Sul,3,0.4741212782215138,0
43032540,4314704,60039220,1,RS,Sul,3,0.4741212782215138,0
43038539,4306304,60039227,0,RS,Sul,2,0.6035636075215491,1
43038547,4306304,60039227,0,RS,Sul,2,0.6035636075215491,1
43038541,4306304,60039227,0,RS,Sul,2,0.6035636075215491,1
43038550,4306304,60039227,1,RS,Sul,2,0.6035636075215491,1
43038544,4306304,60039227,1,RS,Sul,2,0.6035636075215491,1
43008357,4303004,60039258,0,RS,Sul,2,0.5569189101620912,1
43107687,4301875,60039273,0,RS,Sul,3,0.5747291800714202,1
43107688,4301875,60039273,0,RS,Sul,3,0.5747291800714202,1
43107684,4301875,60039273,0,RS,Sul,3,0.5747291800714202,1
43040494,4305009,60039294,1,RS,Sul,3,0.6474410956377017,1
43040488,4305009,60039294,1,RS,Sul,3,0.6474410956377017,1
43040474,4305009,60039294,0,RS,Sul,3,0.6474410956377017,1
43053440,4314050,60039299,1,RS,Sul,3,0.501128865163586,1
43053449,4314050,60039299,1,RS,Sul,3,0.501128865163586,1
43005085,4301602,60039315,0,RS,Sul,3,0.5129456297376517,1
43005086,4301602,60039315,0,RS,Sul,3,0.5129456297376517,1
43005088,4301602,60039315,1,RS,Sul,3,0.5129456297376517,1
43005093,4301602,60039315,1,RS,Sul,3,0.5129456297376517,1
43107767,4301875,60039410,0,RS,Sul,3,0.5747291800714202,1
43039605,4321709,60039421,0,RS,Sul,3,0.5140287522012614,1
43039610,4321709,60039421,0,RS,Sul,3,0.5140287522012614,1
43081787,4317400,60039423,1,RS,Sul,3,0.4834751800207655,0
43081788,4317400,60039423,1,RS,Sul,3,0.4834751800207655,0
43079193,4317905,60039436,1,RS,Sul,3,0.48683880173015887,0
43079213,4317905,60039436,1,RS,Sul,3,0.48683880173015887,0
43079189,4317905,60039436,1,RS,Sul,3,0.48683880173015887,0
43079205,4317905,60039436,1,RS,Sul,3,0.48683880173015887,0
43079212,4317905,60039436,0,RS,Sul,3,0.48683880173015887,0
43079216,4317905,60039436,0,RS,Sul,3,0.48683880173015887,0
43052632,4306924,60039446,1,RS,Sul,3,0.5185701645974916,1
43031803,4306320,60039449,1,RS,Sul,3,0.40757725217940627,0
43032618,4321402,60039450,0,RS,Sul,3,0.6075240577250851,1
43102237,4310900,60039459,1,RS,Sul,3,0.628421511076953,1
43102232,4310900,60039459,0,RS,Sul,3,0.628421511076953,1
43033441,4320909,60039526,0,RS,Sul,3,0.5630463267954544,1
43033434,4320909,60039526,1,RS,Sul,3,0.5630463267954544,1
43033433,4320909,60039526,0,RS,Sul,3,0.5630463267954544,1
43033430,4320909,60039526,0,RS,Sul,3,0.5630463267954544,1
43033442,4320909,60039526,1,RS,Sul,3,0.5630463267954544,1
43083477,4316006,60039551,1,RS,Sul,3,0.5528001115300893,1
43083471,4316006,60039551,1,RS,Sul,3,0.5528001115300893,1
43083465,4316006,60039551,0,RS,Sul,3,0.5528001115300893,1
43083482,4316006,60039551,0,RS,Sul,3,0.5528001115300893,1
43082904,4319158,60039591,0,RS,Sul,3,0.502967433303804,1
43025155,4314423,60039592,1,RS,Sul,3,0.696597070266534,1
43025168,4314423,60039592,1,RS,Sul,3,0.696597070266534,1
43025158,4314423,60039592,1,RS,Sul,3,0.696597070266534,1
50027079,5006903,60039608,1,MS,Centro-Oeste,3,0.47131804656100784,0
50027110,5006903,60039609,0,MS,Centro-Oeste,3,0.47131804656100784,0
50027238,5006903,60039610,0,MS,Centro-Oeste,3,0.47131804656100784,0
50027240,5006903,60039610,1,MS,Centro-Oeste,3,0.47131804656100784,0
50018145,5007406,60039646,1,MS,Centro-Oeste,3,0.5885989977081566,1
50000186,5002704,60039659,1,MS,Centro-Oeste,3,0.5434452798000785,1
50000187,5002704,60039659,0,MS,Centro-Oeste,3,0.5434452798000785,1
50000196,5002704,60039659,1,MS,Centro-Oeste,3,0.5434452798000785,1
50000204,5002704,60039659,1,MS,Centro-Oeste,3,0.5434452798000785,1
50038792,5002704,60039661,1,MS,Centro-Oeste,3,0.5434452798000785,1
50000264,5002704,60039661,1,MS,Centro-Oeste,3,0.5434452798000785,1
50000621,5002704,60039664,1,MS,Centro-Oeste,3,0.5434452798000785,1
50001179,5002704,60039672,1,MS,Centro-Oeste,3,0.5434452798000785,1
50001158,5002704,60039672,0,MS,Centro-Oeste,3,0.5434452798000785,1
50001163,5002704,60039672,0,MS,Centro-Oeste,3,0.5434452798000785,1
50001138,5002704,60039672,1,MS,Centro-Oeste,3,0.5434452798000785,1
50001162,5002704,60039672,1,MS,Centro-Oeste,3,0.5434452798000785,1
50038835,5002704,60039672,1,MS,Centro-Oeste,3,0.5434452798000785,1
50038837,5002704,60039672,0,MS,Centro-Oeste,3,0.5434452798000785,1
50001362,5002704,60039676,1,MS,Centro-Oeste,3,0.5434452798000785,1
50001381,5002704,60039676,0,MS,Centro-Oeste,3,0.5434452798000785,1
50001535,5002704,60039678,1,MS,Centro-Oeste,3,0.5434452798000785,1
50001538,5002704,60039678,0,MS,Centro-Oeste,3,0.5434452798000785,1
50001615,5002704,60039679,1,MS,Centro-Oeste,3,0.5434452798000785,1
50001621,5002704,60039679,1,MS,Centro-Oeste,3,0.5434452798000785,1
50001629,5002704,60039679,1,MS,Centro-Oeste,3,0.5434452798000785,1
50002503,5002704,60039686,1,MS,Centro-Oeste,3,0.5434452798000785,1
50002500,5002704,60039686,1,MS,Centro-Oeste,3,0.5434452798000785,1
50002514,5002704,60039686,0,MS,Centro-Oeste,3,0.5434452798000785,1
50002846,5002704,60039691,1,MS,Centro-Oeste,3,0.5434452798000785,1
50002824,5002704,60039691,1,MS,Centro-Oeste,3,0.5434452798000785,1
50040829,5002704,60039691,1,MS,Centro-Oeste,3,0.5434452798000785,1
50002843,5002704,60039691,1,MS,Centro-Oeste,3,0.5434452798000785,1
50038940,5002704,60039697,0,MS,Centro-Oeste,3,0.5434452798000785,1
50040843,5002704,60039697,1,MS,Centro-Oeste,3,0.5434452798000785,1
50041310,5002704,60039698,0,MS,Centro-Oeste,3,0.5434452798000785,1
50003933,5002704,60039701,0,MS,Centro-Oeste,3,0.5434452798000785,1
50003939,5002704,60039701,1,MS,Centro-Oeste,3,0.5434452798000785,1
50004075,5002704,60039703,0,MS,Centro-Oeste,3,0.5434452798000785,1
50004085,5002704,60039703,0,MS,Centro-Oeste,3,0.5434452798000785,1
50004081,5002704,60039703,1,MS,Centro-Oeste,3,0.5434452798000785,1
50004311,5002704,60039707,1,MS,Centro-Oeste,3,0.5434452798000785,1
50038979,5002704,60039707,0,MS,Centro-Oeste,3,0.5434452798000785,1
50004412,5002704,60039707,1,MS,Centro-Oeste,3,0.5434452798000785,1
50004323,5002704,60039707,0,MS,Centro-Oeste,3,0.5434452798000785,1
50004470,5002704,60039707,1,MS,Centro-Oeste,3,0.5434452798000785,1
50004335,5002704,60039707,0,MS,Centro-Oeste,3,0.5434452798000785,1
50004423,5002704,60039707,1,MS,Centro-Oeste,3,0.5434452798000785,1
50004322,5002704,60039707,0,MS,Centro-Oeste,3,0.5434452798000785,1
50004410,5002704,60039707,1,MS,Centro-Oeste,3,0.5434452798000785,1
50004320,5002704,60039707,0,MS,Centro-Oeste,3,0.5434452798000785,1
50004230,5002704,60039707,0,MS,Centro-Oeste,3,0.5434452798000785,1
50004303,5002704,60039707,1,MS,Centro-Oeste,3,0.5434452798000785,1
50004307,5002704,60039707,0,MS,Centro-Oeste,3,0.5434452798000785,1
50004224,5002704,60039707,1,MS,Centro-Oeste,3,0.5434452798000785,1
50005162,5002704,60039714,0,MS,Centro-Oeste,3,0.5434452798000785,1
50005459,5002704,60039717,1,MS,Centro-Oeste,3,0.5434452798000785,1
50005449,5002704,60039717,1,MS,Centro-Oeste,3,0.5434452798000785,1
50005445,5002704,60039717,1,MS,Centro-Oeste,3,0.5434452798000785,1
50005448,5002704,60039717,0,MS,Centro-Oeste,3,0.5434452798000785,1
50005747,5002704,60039719,0,MS,Centro-Oeste,3,0.5434452798000785,1
50005733,5002704,60039719,0,MS,Centro-Oeste,3,0.5434452798000785,1
50012708,5003108,60039723,0,MS,Centro-Oeste,3,0.5161287971567908,1
50012707,5003108,60039723,0,MS,Centro-Oeste,3,0.5161287971567908,1
50040981,5003108,60039723,0,MS,Centro-Oeste,3,0.5161287971567908,1
50012749,5003108,60039724,1,MS,Centro-Oeste,3,0.5161287971567908,1
50012710,5003108,60039724,1,MS,Centro-Oeste,3,0.5161287971567908,1
50012799,5004908,60039725,0,MS,Centro-Oeste,3,0.5359937116643717,1
50012796,5004908,60039725,0,MS,Centro-Oeste,3,0.5359937116643717,1
50032427,5002951,60039743,0,MS,Centro-Oeste,3,0.6847671765030973,1
50032463,5002951,60039743,0,MS,Centro-Oeste,3,0.6847671765030973,1
50032435,5002951,60039743,1,MS,Centro-Oeste,3,0.6847671765030973,1
50032458,5002951,60039743,1,MS,Centro-Oeste,3,0.6847671765030973,1
50032447,5002951,60039743,1,MS,Centro-Oeste,3,0.6847671765030973,1
50032469,5002951,60039743,0,MS,Centro-Oeste,3,0.6847671765030973,1
50032443,5002951,60039743,1,MS,Centro-Oeste,3,0.6847671765030973,1
50032434,5002951,60039743,1,MS,Centro-Oeste,3,0.6847671765030973,1
50032522,5002951,60039743,1,MS,Centro-Oeste,3,0.6847671765030973,1
50032433,5002951,60039743,0,MS,Centro-Oeste,3,0.6847671765030973,1
50032428,5002951,60039743,0,MS,Centro-Oeste,3,0.6847671765030973,1
50032445,5002951,60039743,0,MS,Centro-Oeste,3,0.6847671765030973,1
50032470,5002951,60039743,1,MS,Centro-Oeste,3,0.6847671765030973,1
50016813,5003256,60039744,0,MS,Centro-Oeste,3,0.5263918357718134,1
50016816,5003256,60039744,0,MS,Centro-Oeste,3,0.5263918357718134,1
50016866,5003256,60039744,0,MS,Centro-Oeste,3,0.5263918357718134,1
50016808,5003256,60039744,0,MS,Centro-Oeste,3,0.5263918357718134,1
50016879,5003256,60039744,1,MS,Centro-Oeste,3,0.5263918357718134,1
50041023,5003256,60039744,0,MS,Centro-Oeste,3,0.5263918357718134,1
50016807,5003256,60039744,0,MS,Centro-Oeste,3,0.5263918357718134,1
50016873,5003256,60039744,0,MS,Centro-Oeste,3,0.5263918357718134,1
50016935,5003256,60039745,0,MS,Centro-Oeste,3,0.5263918357718134,1
50016908,5003256,60039745,1,MS,Centro-Oeste,3,0.5263918357718134,1
50016921,5003256,60039745,1,MS,Centro-Oeste,3,0.5263918357718134,1
50016925,5003256,60039745,0,MS,Centro-Oeste,3,0.5263918357718134,1
50016914,5003256,60039745,0,MS,Centro-Oeste,3,0.5263918357718134,1
50017010,5003256,60039745,1,MS,Centro-Oeste,3,0.5263918357718134,1
50039530,5003256,60039745,0,MS,Centro-Oeste,3,0.5263918357718134,1
50016920,5003256,60039745,0,MS,Centro-Oeste,3,0.5263918357718134,1
